transaction_id,account_id,transaction_type,transaction_date,transaction_mode,transaction_amount,remarks,currency
1580,386,Deposit,"2025-08-14 18:54:35",Cash,99608.00,"Deposit transaction",INR
1581,191,Withdrawal,"2025-11-20 18:54:35",Cash,77408.00,"Withdrawal transaction",INR
1582,314,Deposit,"2025-12-31 18:54:35",Cash,6691.00,"Deposit transaction",INR
1583,194,Withdrawal,"2025-07-08 18:54:35",NEFT,95105.00,"Withdrawal transaction",INR
1584,96,Loan_payment,"2025-09-07 18:54:35",ATM,32483.00,"Loan_payment transaction",INR
1585,118,Transfer,"2025-07-16 18:54:35",ATM,9065.00,"Transfer transaction",INR
1586,385,Transfer,"2025-05-26 18:54:35",Cash,86031.00,"Transfer transaction",INR
1587,183,Loan_payment,"2025-07-13 18:54:35",ATM,2070.00,"Loan_payment transaction",INR
1588,265,Deposit,"2025-05-27 18:54:35",Cash,39952.00,"Deposit transaction",INR
1589,15,Loan_payment,"2025-07-01 18:54:35",ATM,1428.00,"Loan_payment transaction",INR
1590,26,Loan_payment,"2025-03-21 18:54:35",Cheque,42270.00,"Loan_payment transaction",INR
1591,221,Deposit,"2026-01-26 18:54:35",ATM,93805.00,"Deposit transaction",INR
1592,111,Deposit,"2025-02-19 18:54:35",ATM,16719.00,"Deposit transaction",INR
1593,44,Transfer,"2026-02-06 18:54:35",NEFT,57053.00,"Transfer transaction",INR
1594,151,Transfer,"2025-09-28 18:54:35",NEFT,74154.00,"Transfer transaction",INR
1595,158,Transfer,"2026-01-29 18:54:35",ATM,74925.00,"Transfer transaction",INR
1596,379,Withdrawal,"2025-11-14 18:54:35",Online,41618.00,"Withdrawal transaction",INR
1597,379,Deposit,"2025-07-11 18:54:35",ATM,78682.00,"Deposit transaction",INR
1598,30,Transfer,"2025-06-06 18:54:35",Cheque,56407.00,"Transfer transaction",INR
1599,244,Withdrawal,"2026-01-02 18:54:35",ATM,84000.00,"Withdrawal transaction",INR
1600,220,Loan_payment,"2025-11-27 18:54:35",Cheque,28867.00,"Loan_payment transaction",INR
1601,21,Loan_payment,"2025-03-14 18:54:35",Cheque,59361.00,"Loan_payment transaction",INR
1602,339,Deposit,"2025-10-19 18:54:35",Cheque,29885.00,"Deposit transaction",INR
1603,320,Deposit,"2025-12-22 18:54:35",Online,86144.00,"Deposit transaction",INR
1604,191,Loan_payment,"2025-11-06 18:54:35",Online,83748.00,"Loan_payment transaction",INR
1605,312,Withdrawal,"2026-01-15 18:54:35",Cash,92152.00,"Withdrawal transaction",INR
1606,135,Loan_payment,"2025-11-02 18:54:35",Cash,36763.00,"Loan_payment transaction",INR
1607,383,Loan_payment,"2025-12-30 18:54:35",ATM,74720.00,"Loan_payment transaction",INR
1608,339,Deposit,"2026-02-01 18:54:35",Cash,69427.00,"Deposit transaction",INR
1609,53,Deposit,"2025-10-05 18:54:35",ATM,52582.00,"Deposit transaction",INR
1610,402,Loan_payment,"2026-01-31 18:54:35",NEFT,74668.00,"Loan_payment transaction",INR
1611,201,Loan_payment,"2025-06-25 18:54:35",Cash,29191.00,"Loan_payment transaction",INR
1612,343,Transfer,"2025-10-31 18:54:35",NEFT,20063.00,"Transfer transaction",INR
1613,234,Loan_payment,"2025-07-16 18:54:35",Cash,93325.00,"Loan_payment transaction",INR
1614,252,Transfer,"2025-12-05 18:54:35",NEFT,27914.00,"Transfer transaction",INR
1615,24,Withdrawal,"2025-03-03 18:54:35",Cheque,69272.00,"Withdrawal transaction",INR
1616,283,Transfer,"2025-11-17 18:54:35",ATM,54045.00,"Transfer transaction",INR
1617,129,Deposit,"2025-08-04 18:54:35",Cash,81098.00,"Deposit transaction",INR
1618,53,Loan_payment,"2025-09-24 18:54:35",ATM,3295.00,"Loan_payment transaction",INR
1619,315,Transfer,"2025-11-29 18:54:35",NEFT,60350.00,"Transfer transaction",INR
1620,170,Loan_payment,"2025-09-20 18:54:35",ATM,40685.00,"Loan_payment transaction",INR
1621,313,Withdrawal,"2025-04-23 18:54:35",ATM,54302.00,"Withdrawal transaction",INR
1622,74,Transfer,"2026-01-16 18:54:35",Cash,44274.00,"Transfer transaction",INR
1623,146,Transfer,"2025-06-21 18:54:35",Cash,51609.00,"Transfer transaction",INR
1624,59,Withdrawal,"2025-09-26 18:54:35",Cheque,74467.00,"Withdrawal transaction",INR
1625,71,Loan_payment,"2025-07-05 18:54:35",Online,68308.00,"Loan_payment transaction",INR
1626,283,Transfer,"2025-07-13 18:54:35",NEFT,55367.00,"Transfer transaction",INR
1627,46,Withdrawal,"2025-08-13 18:54:35",Cheque,76602.00,"Withdrawal transaction",INR
1628,389,Loan_payment,"2025-10-16 18:54:35",Cheque,15123.00,"Loan_payment transaction",INR
1629,411,Transfer,"2025-10-28 18:54:35",ATM,93063.00,"Transfer transaction",INR
1630,196,Loan_payment,"2025-02-15 18:54:35",NEFT,45583.00,"Loan_payment transaction",INR
1631,105,Transfer,"2025-11-09 18:54:35",NEFT,26483.00,"Transfer transaction",INR
1632,157,Withdrawal,"2025-11-04 18:54:35",Cheque,9072.00,"Withdrawal transaction",INR
1633,289,Deposit,"2025-03-28 18:54:35",Online,62981.00,"Deposit transaction",INR
1634,80,Loan_payment,"2025-08-11 18:54:35",ATM,29925.00,"Loan_payment transaction",INR
1635,264,Deposit,"2026-01-11 18:54:35",Cash,62148.00,"Deposit transaction",INR
1636,26,Loan_payment,"2025-11-25 18:54:35",ATM,2953.00,"Loan_payment transaction",INR
1637,124,Deposit,"2025-07-05 18:54:35",Online,81324.00,"Deposit transaction",INR
1638,334,Withdrawal,"2025-04-04 18:54:35",Cheque,15913.00,"Withdrawal transaction",INR
1639,59,Deposit,"2025-09-14 18:54:35",Cash,10609.00,"Deposit transaction",INR
1640,290,Loan_payment,"2025-06-19 18:54:35",Cheque,22101.00,"Loan_payment transaction",INR
1641,125,Transfer,"2025-09-07 18:54:35",Cash,53145.00,"Transfer transaction",INR
1642,333,Loan_payment,"2025-09-27 18:54:35",NEFT,67693.00,"Loan_payment transaction",INR
1643,140,Transfer,"2026-02-01 18:54:35",Cheque,51939.00,"Transfer transaction",INR
1644,46,Loan_payment,"2025-03-03 18:54:35",Cash,44734.00,"Loan_payment transaction",INR
1645,164,Withdrawal,"2025-12-07 18:54:35",Online,11188.00,"Withdrawal transaction",INR
1646,248,Withdrawal,"2025-05-15 18:54:35",Cash,41448.00,"Withdrawal transaction",INR
1647,183,Withdrawal,"2025-11-11 18:54:35",NEFT,92917.00,"Withdrawal transaction",INR
1648,316,Loan_payment,"2025-07-19 18:54:35",ATM,1097.00,"Loan_payment transaction",INR
1649,240,Deposit,"2026-01-07 18:54:35",ATM,15295.00,"Deposit transaction",INR
1650,265,Withdrawal,"2025-12-18 18:54:35",Online,86539.00,"Withdrawal transaction",INR
1651,151,Transfer,"2025-12-06 18:54:35",ATM,33071.00,"Transfer transaction",INR
1652,275,Transfer,"2025-03-19 18:54:35",NEFT,72224.00,"Transfer transaction",INR
1653,287,Withdrawal,"2025-04-09 18:54:35",Cheque,71000.00,"Withdrawal transaction",INR
1654,208,Deposit,"2026-01-19 18:54:35",Cash,93783.00,"Deposit transaction",INR
1655,407,Withdrawal,"2026-01-05 18:54:35",Cash,67092.00,"Withdrawal transaction",INR
1656,141,Loan_payment,"2025-09-26 18:54:35",ATM,35723.00,"Loan_payment transaction",INR
1657,307,Withdrawal,"2026-01-21 18:54:35",Online,52554.00,"Withdrawal transaction",INR
1658,403,Withdrawal,"2025-04-17 18:54:35",Online,64131.00,"Withdrawal transaction",INR
1659,221,Deposit,"2026-02-01 18:54:35",Online,16237.00,"Deposit transaction",INR
1660,250,Transfer,"2025-06-27 18:54:35",Online,88656.00,"Transfer transaction",INR
1661,277,Deposit,"2025-03-13 18:54:35",Cash,41076.00,"Deposit transaction",INR
1662,250,Withdrawal,"2025-02-22 18:54:35",ATM,22097.00,"Withdrawal transaction",INR
1663,251,Transfer,"2025-05-12 18:54:35",Online,7274.00,"Transfer transaction",INR
1664,164,Deposit,"2025-06-29 18:54:35",Cash,68197.00,"Deposit transaction",INR
1665,409,Deposit,"2025-04-05 18:54:35",ATM,2284.00,"Deposit transaction",INR
1666,143,Transfer,"2025-09-10 18:54:35",ATM,13187.00,"Transfer transaction",INR
1667,85,Deposit,"2025-08-29 18:54:35",NEFT,72657.00,"Deposit transaction",INR
1668,257,Transfer,"2025-03-26 18:54:35",NEFT,69221.00,"Transfer transaction",INR
1669,265,Transfer,"2026-01-09 18:54:35",Online,50832.00,"Transfer transaction",INR
1670,300,Withdrawal,"2025-06-04 18:54:35",ATM,29999.00,"Withdrawal transaction",INR
1671,124,Deposit,"2025-12-30 18:54:35",Cash,39025.00,"Deposit transaction",INR
1672,204,Loan_payment,"2025-07-25 18:54:35",Cash,6649.00,"Loan_payment transaction",INR
1673,313,Deposit,"2025-11-12 18:54:35",Cheque,7583.00,"Deposit transaction",INR
1674,147,Loan_payment,"2025-12-19 18:54:35",Cheque,98351.00,"Loan_payment transaction",INR
1675,311,Deposit,"2025-06-26 18:54:35",Online,26637.00,"Deposit transaction",INR
1676,201,Deposit,"2026-02-13 18:54:35",ATM,49526.00,"Deposit transaction",INR
1677,80,Deposit,"2025-08-28 18:54:35",ATM,93763.00,"Deposit transaction",INR
1678,19,Loan_payment,"2025-02-16 18:54:35",Cheque,82055.00,"Loan_payment transaction",INR
1679,350,Transfer,"2026-02-11 18:54:35",Cash,21975.00,"Transfer transaction",INR
1680,268,Deposit,"2025-10-31 18:54:35",Online,19116.00,"Deposit transaction",INR
1681,34,Withdrawal,"2025-04-03 18:54:35",Online,53141.00,"Withdrawal transaction",INR
1682,43,Deposit,"2025-12-25 18:54:35",Cheque,90443.00,"Deposit transaction",INR
1683,266,Loan_payment,"2025-03-30 18:54:35",Cheque,76998.00,"Loan_payment transaction",INR
1684,168,Transfer,"2025-07-22 18:54:35",Cash,37253.00,"Transfer transaction",INR
1685,227,Withdrawal,"2025-07-14 18:54:35",Cash,2048.00,"Withdrawal transaction",INR
1686,164,Loan_payment,"2025-04-05 18:54:35",Online,20258.00,"Loan_payment transaction",INR
1687,392,Transfer,"2025-07-03 18:54:35",Cheque,11721.00,"Transfer transaction",INR
1688,413,Withdrawal,"2025-07-21 18:54:35",Cheque,9859.00,"Withdrawal transaction",INR
1689,89,Deposit,"2026-02-03 18:54:35",Online,35075.00,"Deposit transaction",INR
1690,316,Deposit,"2025-05-24 18:54:35",NEFT,69350.00,"Deposit transaction",INR
1691,34,Loan_payment,"2025-04-14 18:54:35",Online,21664.00,"Loan_payment transaction",INR
1692,344,Transfer,"2025-04-03 18:54:35",NEFT,60559.00,"Transfer transaction",INR
1693,271,Deposit,"2025-04-26 18:54:35",Cheque,64032.00,"Deposit transaction",INR
1694,47,Withdrawal,"2025-08-11 18:54:35",Cheque,13980.00,"Withdrawal transaction",INR
1695,268,Withdrawal,"2025-09-10 18:54:35",Cash,67364.00,"Withdrawal transaction",INR
1696,299,Withdrawal,"2025-11-03 18:54:35",ATM,29371.00,"Withdrawal transaction",INR
1697,213,Loan_payment,"2025-07-22 18:54:35",ATM,69895.00,"Loan_payment transaction",INR
1698,327,Transfer,"2025-03-12 18:54:35",Cash,22256.00,"Transfer transaction",INR
1699,236,Transfer,"2025-04-14 18:54:35",Online,4977.00,"Transfer transaction",INR
1700,313,Loan_payment,"2025-10-04 18:54:35",Cash,24600.00,"Loan_payment transaction",INR
1701,286,Transfer,"2025-03-05 18:54:35",Cash,34305.00,"Transfer transaction",INR
1702,94,Transfer,"2025-08-18 18:54:35",ATM,28061.00,"Transfer transaction",INR
1703,125,Deposit,"2025-11-04 18:54:35",ATM,1595.00,"Deposit transaction",INR
1704,64,Deposit,"2025-07-24 18:54:35",Cash,92307.00,"Deposit transaction",INR
1705,331,Deposit,"2025-05-18 18:54:35",Cheque,28966.00,"Deposit transaction",INR
1706,252,Deposit,"2025-12-27 18:54:35",Cash,78031.00,"Deposit transaction",INR
1707,185,Transfer,"2025-05-14 18:54:35",Cash,81128.00,"Transfer transaction",INR
1708,98,Loan_payment,"2025-10-03 18:54:35",Cash,89277.00,"Loan_payment transaction",INR
1709,187,Withdrawal,"2025-08-12 18:54:35",Cheque,14220.00,"Withdrawal transaction",INR
1710,259,Deposit,"2025-10-13 18:54:35",Online,58549.00,"Deposit transaction",INR
1711,88,Withdrawal,"2025-08-08 18:54:35",Online,2943.00,"Withdrawal transaction",INR
1712,168,Deposit,"2026-02-07 18:54:35",NEFT,45094.00,"Deposit transaction",INR
1713,265,Transfer,"2025-08-08 18:54:35",NEFT,11430.00,"Transfer transaction",INR
1714,391,Loan_payment,"2026-01-05 18:54:35",ATM,13145.00,"Loan_payment transaction",INR
1715,175,Transfer,"2025-07-01 18:54:35",Online,76245.00,"Transfer transaction",INR
1716,321,Transfer,"2025-04-12 18:54:35",NEFT,97635.00,"Transfer transaction",INR
1717,209,Withdrawal,"2025-05-16 18:54:35",ATM,96662.00,"Withdrawal transaction",INR
1718,213,Loan_payment,"2025-04-10 18:54:35",NEFT,30402.00,"Loan_payment transaction",INR
1719,165,Loan_payment,"2025-09-05 18:54:35",Online,42994.00,"Loan_payment transaction",INR
1720,354,Deposit,"2025-06-22 18:54:35",Cheque,91298.00,"Deposit transaction",INR
1721,99,Withdrawal,"2025-12-01 18:54:35",Online,23349.00,"Withdrawal transaction",INR
1722,217,Withdrawal,"2025-05-10 18:54:35",ATM,97999.00,"Withdrawal transaction",INR
1723,237,Loan_payment,"2025-05-10 18:54:35",Cheque,54249.00,"Loan_payment transaction",INR
1724,331,Loan_payment,"2025-12-30 18:54:35",NEFT,67151.00,"Loan_payment transaction",INR
1725,97,Deposit,"2025-07-23 18:54:35",ATM,77928.00,"Deposit transaction",INR
1726,394,Withdrawal,"2025-10-31 18:54:35",Online,3326.00,"Withdrawal transaction",INR
1727,57,Transfer,"2025-02-15 18:54:35",Online,80002.00,"Transfer transaction",INR
1728,138,Withdrawal,"2025-09-29 18:54:35",Online,65586.00,"Withdrawal transaction",INR
1729,236,Loan_payment,"2025-11-28 18:54:35",ATM,69188.00,"Loan_payment transaction",INR
1730,411,Transfer,"2025-04-09 18:54:35",ATM,29869.00,"Transfer transaction",INR
1731,99,Withdrawal,"2025-12-19 18:54:35",Cash,62039.00,"Withdrawal transaction",INR
1732,251,Loan_payment,"2025-06-30 18:54:35",NEFT,54342.00,"Loan_payment transaction",INR
1733,231,Transfer,"2025-11-25 18:54:35",Cash,88262.00,"Transfer transaction",INR
1734,348,Deposit,"2025-06-10 18:54:35",Online,50500.00,"Deposit transaction",INR
1735,328,Deposit,"2025-03-12 18:54:35",ATM,88284.00,"Deposit transaction",INR
1736,334,Transfer,"2025-05-07 18:54:35",ATM,22219.00,"Transfer transaction",INR
1737,243,Deposit,"2025-07-26 18:54:35",Cheque,59242.00,"Deposit transaction",INR
1738,36,Transfer,"2025-04-11 18:54:35",Online,76492.00,"Transfer transaction",INR
1739,300,Deposit,"2025-02-25 18:54:35",Online,6225.00,"Deposit transaction",INR
1740,183,Deposit,"2025-02-15 18:54:35",ATM,28767.00,"Deposit transaction",INR
1741,4,Deposit,"2025-11-20 18:54:35",NEFT,5593.00,"Deposit transaction",INR
1742,99,Transfer,"2026-01-11 18:54:35",NEFT,47347.00,"Transfer transaction",INR
1743,27,Loan_payment,"2025-08-11 18:54:35",ATM,3305.00,"Loan_payment transaction",INR
1744,227,Withdrawal,"2025-11-10 18:54:35",NEFT,18473.00,"Withdrawal transaction",INR
1745,365,Withdrawal,"2025-07-11 18:54:35",ATM,58489.00,"Withdrawal transaction",INR
1746,379,Deposit,"2025-05-09 18:54:35",NEFT,75703.00,"Deposit transaction",INR
1747,376,Withdrawal,"2025-08-17 18:54:35",NEFT,20498.00,"Withdrawal transaction",INR
1748,358,Withdrawal,"2025-12-01 18:54:35",ATM,79966.00,"Withdrawal transaction",INR
1749,401,Deposit,"2025-11-11 18:54:35",ATM,19091.00,"Deposit transaction",INR
1750,109,Loan_payment,"2025-11-13 18:54:35",Online,52300.00,"Loan_payment transaction",INR
1751,272,Transfer,"2025-05-27 18:54:35",Cash,49518.00,"Transfer transaction",INR
1752,193,Withdrawal,"2025-08-20 18:54:35",Cheque,15127.00,"Withdrawal transaction",INR
1753,217,Deposit,"2025-10-26 18:54:35",Cash,13693.00,"Deposit transaction",INR
1754,65,Loan_payment,"2025-07-04 18:54:35",ATM,86264.00,"Loan_payment transaction",INR
1755,85,Deposit,"2025-12-26 18:54:35",Online,16839.00,"Deposit transaction",INR
1756,16,Transfer,"2025-12-29 18:54:35",Cheque,76457.00,"Transfer transaction",INR
1757,374,Loan_payment,"2025-05-26 18:54:35",ATM,9826.00,"Loan_payment transaction",INR
1758,327,Withdrawal,"2025-08-31 18:54:35",ATM,75102.00,"Withdrawal transaction",INR
1759,43,Withdrawal,"2025-12-11 18:54:35",Online,14009.00,"Withdrawal transaction",INR
1760,218,Loan_payment,"2025-11-11 18:54:35",ATM,7574.00,"Loan_payment transaction",INR
1761,56,Deposit,"2025-11-29 18:54:35",Online,88539.00,"Deposit transaction",INR
1762,289,Deposit,"2025-09-03 18:54:35",NEFT,83526.00,"Deposit transaction",INR
1763,178,Transfer,"2025-03-19 18:54:35",ATM,78110.00,"Transfer transaction",INR
1764,123,Loan_payment,"2025-08-16 18:54:35",ATM,73682.00,"Loan_payment transaction",INR
1765,69,Deposit,"2025-02-28 18:54:35",ATM,32804.00,"Deposit transaction",INR
1766,337,Withdrawal,"2025-12-15 18:54:35",Cheque,15746.00,"Withdrawal transaction",INR
1767,53,Withdrawal,"2025-03-13 18:54:35",NEFT,13348.00,"Withdrawal transaction",INR
1768,334,Transfer,"2025-08-23 18:54:35",NEFT,22899.00,"Transfer transaction",INR
1769,260,Withdrawal,"2025-08-24 18:54:35",Cheque,67113.00,"Withdrawal transaction",INR
1770,102,Deposit,"2025-09-17 18:54:35",Online,78534.00,"Deposit transaction",INR
1771,112,Transfer,"2025-05-11 18:54:35",Online,11522.00,"Transfer transaction",INR
1772,259,Deposit,"2025-10-13 18:54:35",Online,81552.00,"Deposit transaction",INR
1773,386,Withdrawal,"2025-03-29 18:54:35",Online,61297.00,"Withdrawal transaction",INR
1774,331,Deposit,"2025-10-05 18:54:35",Cheque,32829.00,"Deposit transaction",INR
1775,73,Withdrawal,"2025-07-20 18:54:35",Online,78108.00,"Withdrawal transaction",INR
1776,104,Loan_payment,"2025-03-23 18:54:35",ATM,52104.00,"Loan_payment transaction",INR
1777,180,Loan_payment,"2026-01-05 18:54:35",ATM,46176.00,"Loan_payment transaction",INR
1778,285,Withdrawal,"2025-10-08 18:54:35",ATM,9385.00,"Withdrawal transaction",INR
1779,269,Loan_payment,"2025-08-22 18:54:35",Cash,17411.00,"Loan_payment transaction",INR
1780,121,Deposit,"2025-08-13 18:54:35",Online,99593.00,"Deposit transaction",INR
1781,350,Loan_payment,"2025-11-04 18:54:35",Cash,67205.00,"Loan_payment transaction",INR
1782,391,Withdrawal,"2025-11-05 18:54:35",Online,84452.00,"Withdrawal transaction",INR
1783,370,Withdrawal,"2025-10-02 18:54:35",Cash,61250.00,"Withdrawal transaction",INR
1784,222,Deposit,"2025-02-16 18:54:35",Cash,55069.00,"Deposit transaction",INR
1785,297,Loan_payment,"2025-03-18 18:54:35",Cash,58030.00,"Loan_payment transaction",INR
1786,193,Withdrawal,"2025-05-05 18:54:35",ATM,57376.00,"Withdrawal transaction",INR
1787,416,Deposit,"2025-02-25 18:54:35",Cash,64211.00,"Deposit transaction",INR
1788,206,Withdrawal,"2025-07-26 18:54:35",NEFT,56175.00,"Withdrawal transaction",INR
1789,35,Withdrawal,"2025-05-23 18:54:35",Cash,73952.00,"Withdrawal transaction",INR
1790,257,Transfer,"2026-01-09 18:54:35",Cheque,89394.00,"Transfer transaction",INR
1791,141,Loan_payment,"2025-04-08 18:54:35",Online,39481.00,"Loan_payment transaction",INR
1792,278,Loan_payment,"2025-05-29 18:54:35",NEFT,76617.00,"Loan_payment transaction",INR
1793,27,Transfer,"2025-12-11 18:54:35",NEFT,17719.00,"Transfer transaction",INR
1794,159,Transfer,"2025-09-11 18:54:35",Cheque,36665.00,"Transfer transaction",INR
1795,114,Transfer,"2025-12-01 18:54:35",Online,8068.00,"Transfer transaction",INR
1796,125,Withdrawal,"2025-07-31 18:54:35",NEFT,87751.00,"Withdrawal transaction",INR
1797,132,Loan_payment,"2025-02-19 18:54:35",Cash,94525.00,"Loan_payment transaction",INR
1798,311,Transfer,"2025-09-23 18:54:35",ATM,76583.00,"Transfer transaction",INR
1799,35,Loan_payment,"2025-05-31 18:54:35",NEFT,23775.00,"Loan_payment transaction",INR
1800,363,Transfer,"2025-04-13 18:54:35",NEFT,22845.00,"Transfer transaction",INR
1801,245,Withdrawal,"2025-12-02 18:54:35",Cheque,41303.00,"Withdrawal transaction",INR
1802,160,Withdrawal,"2025-02-18 18:54:35",NEFT,30075.00,"Withdrawal transaction",INR
1803,230,Withdrawal,"2026-01-04 18:54:35",NEFT,78546.00,"Withdrawal transaction",INR
1804,257,Loan_payment,"2025-02-21 18:54:35",Cash,74530.00,"Loan_payment transaction",INR
1805,231,Withdrawal,"2025-05-03 18:54:35",NEFT,82569.00,"Withdrawal transaction",INR
1806,181,Transfer,"2025-02-26 18:54:35",Cheque,80724.00,"Transfer transaction",INR
1807,62,Transfer,"2025-09-22 18:54:35",Cash,83406.00,"Transfer transaction",INR
1808,274,Withdrawal,"2025-10-10 18:54:35",Cash,9721.00,"Withdrawal transaction",INR
1809,106,Withdrawal,"2025-08-12 18:54:35",Cash,22761.00,"Withdrawal transaction",INR
1810,85,Loan_payment,"2025-10-31 18:54:35",Online,48310.00,"Loan_payment transaction",INR
1811,355,Withdrawal,"2025-02-17 18:54:35",ATM,38376.00,"Withdrawal transaction",INR
1812,59,Deposit,"2025-09-21 18:54:35",ATM,72437.00,"Deposit transaction",INR
1813,260,Transfer,"2025-11-07 18:54:35",ATM,91012.00,"Transfer transaction",INR
1814,158,Withdrawal,"2025-07-24 18:54:35",Cash,8486.00,"Withdrawal transaction",INR
1815,252,Loan_payment,"2025-12-18 18:54:35",Cheque,34140.00,"Loan_payment transaction",INR
1816,305,Transfer,"2026-01-15 18:54:35",Cash,18799.00,"Transfer transaction",INR
1817,115,Loan_payment,"2025-09-04 18:54:35",Online,12650.00,"Loan_payment transaction",INR
1818,231,Withdrawal,"2025-12-18 18:54:35",Cash,43160.00,"Withdrawal transaction",INR
1819,185,Withdrawal,"2026-01-10 18:54:35",Online,73096.00,"Withdrawal transaction",INR
1820,108,Deposit,"2025-12-30 18:54:35",NEFT,99062.00,"Deposit transaction",INR
1821,349,Transfer,"2025-02-15 18:54:35",Cash,80382.00,"Transfer transaction",INR
1822,289,Withdrawal,"2026-02-11 18:54:35",NEFT,47436.00,"Withdrawal transaction",INR
1823,62,Deposit,"2025-10-11 18:54:35",Cheque,70752.00,"Deposit transaction",INR
1824,320,Transfer,"2025-10-09 18:54:35",Cash,80164.00,"Transfer transaction",INR
1825,204,Withdrawal,"2025-05-01 18:54:35",Cheque,39307.00,"Withdrawal transaction",INR
1826,93,Loan_payment,"2025-09-10 18:54:35",ATM,72830.00,"Loan_payment transaction",INR
1827,63,Loan_payment,"2025-03-04 18:54:35",NEFT,46505.00,"Loan_payment transaction",INR
1828,17,Transfer,"2025-02-16 18:54:35",NEFT,34628.00,"Transfer transaction",INR
1829,47,Transfer,"2025-06-01 18:54:35",NEFT,57178.00,"Transfer transaction",INR
1830,415,Withdrawal,"2025-07-06 18:54:35",NEFT,85725.00,"Withdrawal transaction",INR
1831,151,Loan_payment,"2025-10-06 18:54:35",NEFT,97035.00,"Loan_payment transaction",INR
1832,1,Transfer,"2025-08-03 18:54:35",Cheque,92207.00,"Transfer transaction",INR
1833,361,Deposit,"2025-07-22 18:54:35",NEFT,72516.00,"Deposit transaction",INR
1834,26,Loan_payment,"2025-09-24 18:54:35",Cheque,60658.00,"Loan_payment transaction",INR
1835,341,Deposit,"2025-12-15 18:54:35",NEFT,91898.00,"Deposit transaction",INR
1836,40,Transfer,"2025-10-06 18:54:35",Cash,97554.00,"Transfer transaction",INR
1837,302,Transfer,"2025-07-10 18:54:35",Cash,54375.00,"Transfer transaction",INR
1838,369,Withdrawal,"2025-12-05 18:54:35",Online,63028.00,"Withdrawal transaction",INR
1839,162,Transfer,"2025-10-19 18:54:35",Cash,36067.00,"Transfer transaction",INR
1840,210,Deposit,"2026-01-01 18:54:35",Online,55406.00,"Deposit transaction",INR
1841,370,Loan_payment,"2025-11-02 18:54:35",Online,8848.00,"Loan_payment transaction",INR
1842,377,Transfer,"2025-02-22 18:54:35",Cash,67298.00,"Transfer transaction",INR
1843,149,Deposit,"2025-06-03 18:54:35",Cheque,84490.00,"Deposit transaction",INR
1844,338,Withdrawal,"2025-12-05 18:54:35",NEFT,95598.00,"Withdrawal transaction",INR
1845,184,Loan_payment,"2026-01-29 18:54:35",Cash,62493.00,"Loan_payment transaction",INR
1846,407,Loan_payment,"2025-02-15 18:54:35",NEFT,75438.00,"Loan_payment transaction",INR
1847,125,Transfer,"2025-07-18 18:54:35",Online,50061.00,"Transfer transaction",INR
1848,203,Loan_payment,"2025-11-14 18:54:35",NEFT,68905.00,"Loan_payment transaction",INR
1849,314,Loan_payment,"2026-01-16 18:54:35",NEFT,1413.00,"Loan_payment transaction",INR
1850,311,Deposit,"2025-12-11 18:54:35",Online,49121.00,"Deposit transaction",INR
1851,90,Deposit,"2026-01-14 18:54:35",ATM,54190.00,"Deposit transaction",INR
1852,203,Withdrawal,"2025-08-13 18:54:35",Online,17974.00,"Withdrawal transaction",INR
1853,370,Loan_payment,"2025-04-27 18:54:35",NEFT,92141.00,"Loan_payment transaction",INR
1854,104,Withdrawal,"2025-09-19 18:54:35",Online,82996.00,"Withdrawal transaction",INR
1855,197,Withdrawal,"2025-06-28 18:54:35",NEFT,13871.00,"Withdrawal transaction",INR
1856,222,Deposit,"2025-10-09 18:54:35",Online,75300.00,"Deposit transaction",INR
1857,22,Loan_payment,"2025-05-09 18:54:35",ATM,20578.00,"Loan_payment transaction",INR
1858,356,Deposit,"2025-05-30 18:54:35",Cheque,95919.00,"Deposit transaction",INR
1859,302,Deposit,"2025-08-05 18:54:35",ATM,47934.00,"Deposit transaction",INR
1860,311,Withdrawal,"2025-11-06 18:54:35",NEFT,14652.00,"Withdrawal transaction",INR
1861,231,Deposit,"2025-03-18 18:54:35",ATM,95347.00,"Deposit transaction",INR
1862,267,Withdrawal,"2025-04-21 18:54:35",ATM,46752.00,"Withdrawal transaction",INR
1863,123,Deposit,"2025-10-09 18:54:35",ATM,1324.00,"Deposit transaction",INR
1864,194,Loan_payment,"2025-07-04 18:54:35",NEFT,26965.00,"Loan_payment transaction",INR
1865,180,Deposit,"2025-06-28 18:54:35",Cheque,31026.00,"Deposit transaction",INR
1866,150,Withdrawal,"2026-01-05 18:54:35",Cheque,89287.00,"Withdrawal transaction",INR
1867,332,Loan_payment,"2025-05-20 18:54:35",Cheque,64678.00,"Loan_payment transaction",INR
1868,399,Loan_payment,"2025-03-18 18:54:35",NEFT,56071.00,"Loan_payment transaction",INR
1869,317,Deposit,"2025-03-10 18:54:35",Cash,6982.00,"Deposit transaction",INR
1870,265,Loan_payment,"2025-12-16 18:54:35",NEFT,38413.00,"Loan_payment transaction",INR
1871,143,Deposit,"2025-11-04 18:54:35",Online,21261.00,"Deposit transaction",INR
1872,2,Loan_payment,"2025-10-28 18:54:35",ATM,17812.00,"Loan_payment transaction",INR
1873,71,Deposit,"2025-06-29 18:54:35",Cheque,94489.00,"Deposit transaction",INR
1874,161,Deposit,"2025-02-27 18:54:35",Cash,4120.00,"Deposit transaction",INR
