history_id,customer_id,branch_id,account_id,transaction_type,transaction_amount,opening_balance,closing_balance,transaction_date,transaction_mode,currency
2587,273,17,131,Deposit,84997.85,0.00,84997.85,"2025-01-14 21:48:24",ATM,INR
2588,155,39,374,Withdrawal,19427.18,0.00,0.00,"2024-11-03 13:53:44",Online,INR
2589,227,7,112,Loan_payment,18357.12,254086.61,235729.49,"2024-08-25 01:11:44",Cash,INR
2590,166,27,53,Deposit,3033.67,381.51,3415.18,"2024-11-24 23:59:03",Online,INR
2591,301,14,126,Loan_payment,17605.87,155034.46,137428.59,"2025-03-04 19:32:20",Cash,INR
2592,289,46,90,Transfer,33083.70,56502.69,23418.99,"2025-11-18 12:10:19",Cheque,INR
2593,307,15,30,Deposit,81595.74,268461.97,350057.71,"2026-01-28 09:55:27",Online,INR
2594,101,9,255,Withdrawal,23114.70,0.00,0.00,"2025-07-06 18:53:08",Cheque,INR
2595,184,7,212,Withdrawal,38025.31,61380.18,23354.87,"2025-05-27 12:37:29",Cheque,INR
2596,104,19,334,Transfer,57817.84,65338.12,7520.28,"2025-05-29 20:15:40",NEFT,INR
2597,65,21,41,Withdrawal,75028.56,49562.93,0.00,"2025-07-23 21:43:52",ATM,INR
2598,62,38,372,Deposit,59372.45,0.00,59372.45,"2024-10-23 07:33:53",NEFT,INR
2599,88,26,348,Deposit,58957.74,38901.18,97858.92,"2024-04-14 15:25:11",Online,INR
2600,188,2,4,Withdrawal,23589.73,73314.23,49724.50,"2025-02-22 15:51:17",ATM,INR
2601,50,4,8,Transfer,34278.18,0.00,0.00,"2025-12-22 05:57:04",Cheque,INR
2602,86,19,333,Deposit,43303.51,0.00,43303.51,"2025-10-02 11:53:59",Online,INR
2603,265,49,393,Transfer,57051.53,0.00,0.00,"2025-09-07 04:20:07",Cheque,INR
2604,161,36,170,Withdrawal,73177.30,31414.34,0.00,"2025-04-14 15:02:15",Online,INR
2605,238,16,327,Withdrawal,75820.50,0.00,0.00,"2024-06-07 16:59:48",ATM,INR
2606,96,29,353,Withdrawal,48133.70,0.00,0.00,"2024-06-24 12:05:54",Cheque,INR
2607,146,41,378,Transfer,87749.88,125883.10,38133.22,"2025-05-15 23:41:35",NEFT,INR
2608,31,36,368,Loan_payment,6515.66,0.00,0.00,"2024-06-09 23:28:21",Cash,INR
2609,283,49,97,Transfer,9116.03,44614.35,35498.32,"2024-11-20 18:05:06",ATM,INR
2610,256,3,105,Deposit,47867.89,0.00,47867.89,"2025-03-12 17:15:07",ATM,INR
2611,68,36,170,Transfer,87139.93,0.00,0.00,"2024-03-11 22:46:02",NEFT,INR
2612,168,3,401,Deposit,45126.42,0.00,45126.42,"2025-07-26 21:38:29",Online,INR
2613,258,25,148,Deposit,74863.25,0.00,74863.25,"2025-12-24 20:06:57",Cash,INR
2614,54,29,155,Loan_payment,63985.21,81566.68,17581.47,"2025-01-23 12:02:37",ATM,INR
2615,217,38,174,Withdrawal,33838.42,0.00,0.00,"2024-02-20 20:14:41",ATM,INR
2616,99,17,131,Transfer,57009.36,84997.85,27988.49,"2025-10-30 20:45:17",Cheque,INR
2617,185,4,205,Transfer,22443.36,81652.80,59209.44,"2024-03-08 02:38:50",ATM,INR
2618,216,24,344,Transfer,46276.51,0.00,0.00,"2025-06-27 01:18:21",Online,INR
2619,215,27,53,Deposit,89615.32,3415.18,93030.50,"2024-10-02 10:09:29",Online,INR
2620,150,5,208,Transfer,55550.68,0.00,0.00,"2024-08-04 23:37:09",Cash,INR
2621,242,33,362,Withdrawal,18616.98,93213.37,74596.39,"2024-03-25 02:45:27",ATM,INR
2622,151,23,341,Transfer,40855.31,0.00,0.00,"2025-04-07 18:39:55",Cheque,INR
2623,164,7,14,Transfer,61400.82,70610.22,9209.40,"2025-12-07 10:53:06",Online,INR
2624,128,6,110,Transfer,24712.08,62906.05,38193.97,"2025-06-24 18:59:32",Cash,INR
2625,156,42,82,Withdrawal,68078.04,81015.32,12937.28,"2025-04-01 22:18:46",Cash,INR
2626,8,4,245,Deposit,76441.47,0.00,76441.47,"2024-04-23 23:14:14",Online,INR
2627,49,19,333,Loan_payment,8163.76,43303.51,35139.75,"2024-10-01 04:46:22",Online,INR
2628,23,12,122,Loan_payment,71754.19,0.00,0.00,"2025-09-09 16:49:03",NEFT,INR
2629,255,33,361,Loan_payment,71503.28,59135.68,0.00,"2024-04-18 04:12:27",Cash,INR
2630,289,38,74,Withdrawal,11274.65,0.00,0.00,"2025-08-18 20:33:14",Online,INR
2631,21,5,207,Loan_payment,87662.71,86704.39,0.00,"2025-02-20 13:15:37",ATM,INR
2632,35,31,160,Deposit,44622.95,0.00,44622.95,"2024-11-09 16:30:29",ATM,INR
2633,203,25,345,Loan_payment,3324.00,80745.66,77421.66,"2024-12-09 20:30:56",Online,INR
2634,31,43,184,Loan_payment,68720.92,0.00,0.00,"2025-01-25 08:09:47",Cash,INR
2635,223,45,187,Deposit,69812.44,0.00,69812.44,"2024-08-26 08:34:47",Cheque,INR
2636,70,17,231,Deposit,80994.27,46447.27,127441.54,"2025-06-29 21:27:39",ATM,INR
2637,304,24,145,Deposit,51807.92,0.00,51807.92,"2024-03-15 01:30:18",ATM,INR
2638,133,19,38,Transfer,60816.60,0.00,0.00,"2025-02-18 10:47:34",NEFT,INR
2639,231,45,88,Transfer,23878.26,0.00,0.00,"2025-06-13 21:28:40",ATM,INR
2640,263,24,146,Transfer,26293.54,0.00,0.00,"2025-05-29 21:30:45",Cash,INR
2641,39,27,350,Transfer,10580.08,0.00,0.00,"2025-11-06 08:17:24",NEFT,INR
2642,295,11,120,Deposit,73797.58,0.00,73797.58,"2024-07-31 09:42:18",Cash,INR
2643,172,48,94,Loan_payment,7091.14,0.00,0.00,"2024-12-30 14:13:24",NEFT,INR
2644,200,30,296,Loan_payment,7101.13,5250.84,0.00,"2025-10-18 14:26:25",ATM,INR
2645,37,10,119,Withdrawal,25014.48,73225.30,48210.82,"2025-07-18 14:14:18",ATM,INR
2646,202,5,207,Transfer,34739.92,0.00,0.00,"2025-07-29 05:16:40",NEFT,INR
2647,271,11,220,Loan_payment,18460.71,62251.46,43790.75,"2025-02-12 21:00:17",Cash,INR
2648,248,11,258,Deposit,11662.89,161210.10,172872.99,"2024-06-04 20:45:13",NEFT,INR
2649,75,50,197,Loan_payment,38160.25,97057.88,58897.63,"2024-09-23 05:01:25",NEFT,INR
2650,29,41,179,Loan_payment,6646.04,63991.57,57345.53,"2025-08-13 01:29:17",ATM,INR
2651,44,8,411,Deposit,9035.95,0.00,9035.95,"2025-03-08 01:51:08",ATM,INR
2652,65,39,374,Transfer,59525.04,0.00,0.00,"2025-02-05 14:23:11",Cheque,INR
2653,8,16,268,Deposit,14250.24,0.00,14250.24,"2025-06-03 06:22:00",Online,INR
2654,61,34,67,Deposit,2427.02,0.00,2427.02,"2025-02-11 10:42:12",Online,INR
2655,86,6,308,Deposit,65941.72,58798.26,124739.98,"2026-02-14 19:01:43",Online,INR
2656,12,22,43,Deposit,32051.70,145488.23,177539.93,"2025-11-22 12:13:32",NEFT,INR
2657,9,20,277,Deposit,76566.94,26211.55,102778.49,"2025-12-03 22:28:29",ATM,INR
2658,157,4,7,Loan_payment,41964.92,36683.39,0.00,"2025-11-11 06:53:43",Cash,INR
2659,289,3,302,Withdrawal,19248.99,21481.93,2232.94,"2024-05-18 17:00:53",Cash,INR
2660,122,12,260,Transfer,73665.68,0.00,0.00,"2024-02-23 11:30:05",Cheque,INR
2661,206,22,281,Deposit,79137.39,31699.45,110836.84,"2025-03-08 17:10:43",ATM,INR
2662,235,35,168,Transfer,55119.11,0.00,0.00,"2025-08-10 10:30:10",Cheque,INR
2663,245,50,98,Loan_payment,84454.46,0.00,0.00,"2025-09-30 03:05:02",Cash,INR
2664,24,45,187,Deposit,24730.14,69812.44,94542.58,"2025-08-11 11:32:19",ATM,INR
2665,105,18,273,Withdrawal,55849.42,0.00,0.00,"2024-12-07 02:47:38",Online,INR
2666,292,2,3,Transfer,37704.51,60427.02,22722.51,"2025-04-19 19:49:39",Cheque,INR
2667,167,34,165,Deposit,9975.65,245.74,10221.39,"2025-09-15 17:56:32",Online,INR
2668,161,46,190,Transfer,72419.75,62351.25,0.00,"2024-10-12 22:43:47",ATM,INR
2669,131,10,315,Withdrawal,1019.44,0.00,0.00,"2024-09-29 10:01:51",ATM,INR
2670,48,8,213,Deposit,15607.09,78955.36,94562.45,"2025-12-24 20:00:30",Cheque,INR
2671,28,19,333,Deposit,31971.56,35139.75,67111.31,"2024-02-20 21:32:59",NEFT,INR
2672,262,8,114,Loan_payment,83321.80,59389.67,0.00,"2024-05-04 16:45:44",NEFT,INR
2673,44,11,317,Loan_payment,65032.64,127615.30,62582.66,"2024-11-27 21:35:17",Cheque,INR
2674,280,10,316,Withdrawal,16529.60,0.00,0.00,"2025-05-23 06:19:47",Online,INR
2675,126,7,251,Transfer,37020.35,0.00,0.00,"2024-06-14 22:14:22",Cash,INR
2676,54,26,348,Deposit,3831.12,97858.92,101690.04,"2025-03-27 02:09:30",Cheque,INR
2677,192,3,104,Deposit,55102.53,72475.68,127578.21,"2024-07-01 05:42:52",ATM,INR
2678,293,21,140,Withdrawal,37168.86,101548.07,64379.21,"2025-03-30 23:31:41",Online,INR
2679,62,19,135,Withdrawal,19044.47,0.00,0.00,"2025-02-07 22:03:32",NEFT,INR
2680,28,41,180,Deposit,2283.10,2223.95,4507.05,"2025-01-20 14:23:11",Online,INR
2681,93,19,334,Deposit,69291.73,7520.28,76812.01,"2024-09-02 07:27:19",Cheque,INR
2682,129,48,391,Transfer,45385.86,0.00,0.00,"2026-01-31 14:52:37",Online,INR
2683,31,30,296,Withdrawal,33221.86,0.00,0.00,"2025-10-28 15:45:53",Online,INR
2684,170,43,381,Transfer,72424.15,115614.48,43190.33,"2025-11-12 05:47:13",NEFT,INR
2685,45,19,333,Transfer,53849.94,67111.31,13261.37,"2025-07-09 17:41:16",NEFT,INR
2686,6,10,218,Withdrawal,3616.90,0.00,0.00,"2025-05-29 16:17:25",Cheque,INR
2687,235,3,204,Withdrawal,55944.74,0.00,0.00,"2024-08-15 21:13:26",Cash,INR
2688,88,43,382,Loan_payment,36176.70,0.00,0.00,"2025-01-04 13:14:25",Cash,INR
2689,298,19,334,Transfer,48872.35,76812.01,27939.66,"2024-11-12 12:42:59",ATM,INR
2690,161,9,17,Withdrawal,64531.42,84036.83,19505.41,"2025-04-26 20:07:01",Cheque,INR
2691,93,20,137,Loan_payment,40621.41,0.00,0.00,"2024-12-16 13:04:40",Online,INR
2692,217,39,76,Withdrawal,80375.63,109528.64,29153.01,"2025-03-09 16:55:39",ATM,INR
2693,74,23,283,Deposit,4938.38,0.00,4938.38,"2024-10-16 04:51:45",NEFT,INR
2694,210,8,253,Withdrawal,15480.70,0.00,0.00,"2025-11-03 04:33:12",Cheque,INR
2695,103,30,58,Withdrawal,88455.38,75071.98,0.00,"2024-05-27 08:12:59",Cash,INR
2696,29,1,100,Transfer,81023.34,0.00,0.00,"2024-05-31 13:20:57",Cheque,INR
2697,202,3,242,Loan_payment,20790.05,0.00,0.00,"2024-07-19 06:53:42",ATM,INR
2698,83,14,265,Transfer,37620.91,0.00,0.00,"2024-08-30 09:49:56",ATM,INR
2699,220,24,285,Withdrawal,54644.87,24045.08,0.00,"2025-07-07 16:37:00",NEFT,INR
2700,95,8,115,Transfer,9744.01,0.00,0.00,"2025-09-14 17:01:57",Online,INR
2701,205,12,123,Transfer,16192.27,66251.44,50059.17,"2024-08-21 04:40:49",Cheque,INR
2702,300,48,392,Transfer,10559.38,24194.60,13635.22,"2025-05-09 13:43:55",Cheque,INR
2703,49,4,303,Withdrawal,13042.75,38670.58,25627.83,"2024-03-28 06:35:07",Online,INR
2704,91,17,270,Transfer,65542.25,12881.82,0.00,"2025-12-09 06:07:47",NEFT,INR
2705,4,35,69,Deposit,53899.62,0.00,53899.62,"2025-04-23 05:59:15",NEFT,INR
2706,258,10,257,Withdrawal,35122.97,84737.53,49614.56,"2025-03-27 01:56:30",Cash,INR
2707,41,18,35,Loan_payment,67562.23,68290.70,728.47,"2024-06-24 20:52:44",Cheque,INR
2708,163,36,70,Deposit,54890.96,168942.48,223833.44,"2024-07-01 05:45:03",Online,INR
2709,234,28,293,Deposit,74999.80,43451.95,118451.75,"2024-02-26 10:11:39",Cash,INR
2710,210,10,19,Withdrawal,27589.60,0.00,0.00,"2024-09-28 12:36:26",Cheque,INR
2711,231,9,254,Loan_payment,78752.11,0.00,0.00,"2024-05-04 20:31:05",NEFT,INR
2712,132,34,67,Loan_payment,7901.48,2427.02,0.00,"2024-06-20 21:55:56",NEFT,INR
2713,236,12,320,Transfer,40341.25,49081.99,8740.74,"2024-10-27 21:37:22",Cash,INR
2714,281,7,309,Transfer,79411.00,0.00,0.00,"2025-11-28 21:08:01",ATM,INR
2715,27,25,286,Withdrawal,67684.55,32604.92,0.00,"2024-03-02 15:15:21",Online,INR
2716,107,44,185,Transfer,2912.94,86887.74,83974.80,"2025-03-03 07:02:19",Cheque,INR
2717,231,40,376,Deposit,68185.32,77201.49,145386.81,"2025-09-12 19:19:16",NEFT,INR
2718,199,22,141,Withdrawal,53753.16,44972.34,0.00,"2024-05-28 12:59:22",ATM,INR
2719,113,23,144,Transfer,65102.72,0.00,0.00,"2024-08-12 14:46:04",NEFT,INR
2720,121,4,404,Loan_payment,82021.81,0.00,0.00,"2025-02-22 17:07:27",ATM,INR
2721,167,2,103,Withdrawal,15297.52,32492.86,17195.34,"2024-04-18 01:34:39",Cheque,INR
2722,10,1,199,Withdrawal,23801.58,0.00,0.00,"2025-08-07 12:48:31",Cash,INR
2723,121,13,26,Deposit,23050.20,13861.76,36911.96,"2025-06-12 22:38:24",Cheque,INR
2724,129,32,359,Loan_payment,86428.13,52651.86,0.00,"2025-05-29 21:29:41",Cash,INR
2725,261,5,406,Deposit,88745.11,0.00,88745.11,"2024-03-12 20:28:43",Cheque,INR
2726,195,7,410,Loan_payment,28383.80,26203.19,0.00,"2026-01-02 08:34:51",NEFT,INR
2727,184,33,163,Deposit,67793.88,120879.24,188673.12,"2026-01-25 21:20:03",Online,INR
2728,195,37,72,Loan_payment,8789.23,0.00,0.00,"2025-06-20 08:46:49",Cheque,INR
2729,312,8,16,Deposit,22919.90,0.00,22919.90,"2024-03-18 00:15:11",ATM,INR
2730,124,37,370,Withdrawal,21826.97,0.00,0.00,"2024-04-14 21:37:30",Online,INR
2731,65,43,183,Loan_payment,73330.14,0.00,0.00,"2024-03-17 08:53:22",Cash,INR
2732,190,19,136,Transfer,16715.69,0.00,0.00,"2024-12-30 06:38:24",ATM,INR
2733,18,41,80,Withdrawal,29751.99,76059.64,46307.65,"2025-01-25 15:40:24",ATM,INR
2734,309,11,258,Withdrawal,82408.53,172872.99,90464.46,"2024-10-17 14:55:53",NEFT,INR
2735,301,28,154,Deposit,50465.65,38526.88,88992.53,"2026-01-06 14:47:10",NEFT,INR
2736,244,31,160,Withdrawal,39746.43,44622.95,4876.52,"2024-04-06 07:52:22",ATM,INR
2737,192,30,356,Withdrawal,52550.11,0.00,0.00,"2024-09-07 20:06:58",Cheque,INR
2738,281,30,355,Deposit,47271.53,89267.63,136539.16,"2024-09-26 21:23:16",Cheque,INR
2739,58,17,131,Withdrawal,15536.80,27988.49,12451.69,"2025-11-04 04:30:57",NEFT,INR
2740,57,47,92,Loan_payment,41313.49,0.00,0.00,"2024-06-28 17:05:21",Online,INR
2741,311,31,61,Deposit,77675.41,47259.44,124934.85,"2024-08-04 05:56:57",NEFT,INR
2742,297,6,408,Withdrawal,40309.70,65211.40,24901.70,"2024-06-16 19:37:38",Online,INR
2743,256,25,287,Transfer,80758.00,0.00,0.00,"2025-08-26 11:45:19",Online,INR
2744,237,46,91,Deposit,13358.36,0.00,13358.36,"2025-09-06 15:38:14",Online,INR
2745,34,16,229,Loan_payment,54665.09,0.00,0.00,"2025-03-25 10:45:30",Cash,INR
2746,284,24,344,Deposit,23997.18,0.00,23997.18,"2024-10-29 10:16:02",Online,INR
2747,53,8,411,Loan_payment,82568.73,9035.95,0.00,"2025-10-06 03:12:35",Cash,INR
2748,70,2,240,Transfer,5554.71,41372.41,35817.70,"2024-03-16 14:12:10",Cash,INR
2749,296,11,219,Transfer,12938.87,0.00,0.00,"2024-07-09 13:30:47",ATM,INR
2750,122,20,336,Deposit,51221.78,0.00,51221.78,"2024-10-10 16:18:34",Cheque,INR
2751,12,12,24,Loan_payment,16707.33,0.00,0.00,"2024-09-19 23:43:41",ATM,INR
2752,62,4,7,Transfer,3649.71,0.00,0.00,"2024-09-15 10:00:43",Cash,INR
2753,41,3,105,Transfer,23842.39,47867.89,24025.50,"2024-03-24 22:54:40",Online,INR
2754,202,4,206,Withdrawal,14032.05,0.00,0.00,"2026-01-04 19:55:10",Cheque,INR
2755,138,28,154,Loan_payment,83078.43,88992.53,5914.10,"2025-12-10 16:11:51",NEFT,INR
2756,220,12,23,Loan_payment,74908.14,0.00,0.00,"2025-08-06 19:20:13",ATM,INR
2757,290,2,300,Deposit,6010.13,188008.42,194018.55,"2025-01-08 13:08:03",Cheque,INR
2758,33,5,246,Loan_payment,60676.15,0.00,0.00,"2026-01-27 02:27:58",Cash,INR
2759,67,13,224,Loan_payment,779.43,144654.35,143874.92,"2024-03-10 19:10:25",Cheque,INR
2760,256,2,299,Deposit,51788.44,43419.87,95208.31,"2025-01-29 21:53:45",Cash,INR
2761,246,1,101,Withdrawal,4120.32,110368.64,106248.32,"2024-09-24 08:40:17",Cash,INR
2762,172,29,295,Withdrawal,79846.60,125534.13,45687.53,"2025-05-27 03:38:47",Cheque,INR
2763,110,6,110,Transfer,69894.01,38193.97,0.00,"2025-01-26 07:57:50",ATM,INR
2764,300,42,182,Deposit,61539.48,49199.08,110738.56,"2024-03-17 17:50:59",Online,INR
2765,189,33,65,Transfer,38402.28,0.00,0.00,"2025-12-24 02:12:47",ATM,INR
2766,56,3,6,Deposit,71715.46,4812.92,76528.38,"2024-11-03 19:10:24",Online,INR
2767,186,5,246,Deposit,43737.55,0.00,43737.55,"2025-11-12 04:34:16",ATM,INR
2768,278,25,345,Loan_payment,39569.02,77421.66,37852.64,"2025-02-20 03:15:53",Cheque,INR
2769,8,27,350,Transfer,83484.29,0.00,0.00,"2026-02-02 07:28:26",Cheque,INR
2770,151,32,63,Loan_payment,74298.33,0.00,0.00,"2024-10-31 18:50:58",Cash,INR
2771,82,14,324,Withdrawal,53117.81,19576.61,0.00,"2024-04-30 17:55:26",ATM,INR
2772,283,39,373,Withdrawal,76814.86,19566.67,0.00,"2025-03-07 19:35:34",NEFT,INR
2773,239,47,389,Loan_payment,29316.74,54409.38,25092.64,"2025-10-21 19:38:43",Cash,INR
2774,232,20,277,Deposit,58188.81,102778.49,160967.30,"2024-12-31 20:41:48",Cheque,INR
2775,149,28,154,Transfer,82820.64,5914.10,0.00,"2025-02-11 18:18:15",Cash,INR
2776,153,31,357,Loan_payment,14693.28,137772.55,123079.27,"2025-12-05 00:42:33",Online,INR
2777,310,4,244,Deposit,273.34,22827.04,23100.38,"2024-03-26 17:46:43",ATM,INR
2778,138,20,138,Transfer,29105.18,64051.73,34946.55,"2025-06-28 14:08:50",Online,INR
2779,54,4,404,Deposit,31343.38,0.00,31343.38,"2025-07-02 12:39:45",Cash,INR
2780,259,24,145,Loan_payment,1116.00,51807.92,50691.92,"2025-02-07 12:03:42",Online,INR
2781,112,27,53,Loan_payment,33694.11,93030.50,59336.39,"2025-08-27 01:34:40",Online,INR
2782,238,17,132,Withdrawal,24542.91,96510.71,71967.80,"2025-07-30 13:55:58",Cash,INR
2783,219,47,92,Deposit,51797.77,0.00,51797.77,"2025-04-30 06:08:56",NEFT,INR
2784,105,27,290,Transfer,9409.87,0.00,0.00,"2025-10-19 12:01:35",Online,INR
2785,187,20,39,Withdrawal,27861.55,37444.23,9582.68,"2025-12-31 09:44:31",NEFT,INR
2786,145,9,18,Deposit,8647.51,0.00,8647.51,"2025-06-07 10:10:32",ATM,INR
2787,126,22,280,Deposit,30051.07,126205.43,156256.50,"2025-09-16 01:35:48",Cash,INR
2788,275,48,193,Loan_payment,5755.51,5764.69,9.18,"2025-10-07 16:00:53",ATM,INR
2789,109,5,9,Loan_payment,40266.81,0.00,0.00,"2025-12-27 23:47:56",Cash,INR
2790,48,36,367,Deposit,43098.14,168041.02,211139.16,"2025-06-04 07:31:39",Cash,INR
2791,209,47,92,Transfer,83369.88,51797.77,0.00,"2025-06-17 21:25:28",Cash,INR
2792,257,13,223,Deposit,46178.74,91097.78,137276.52,"2024-10-15 19:00:38",NEFT,INR
2793,181,19,333,Deposit,17335.12,13261.37,30596.49,"2025-03-03 19:37:42",Cash,INR
2794,84,3,5,Withdrawal,68657.90,0.00,0.00,"2024-07-23 15:47:06",Cheque,INR
2795,247,36,170,Deposit,50797.21,0.00,50797.21,"2025-07-10 19:09:20",Cash,INR
2796,218,13,223,Deposit,66594.20,137276.52,203870.72,"2025-04-20 20:59:23",Online,INR
2797,131,11,318,Withdrawal,30264.53,39972.72,9708.19,"2025-02-07 13:11:21",ATM,INR
2798,156,2,399,Withdrawal,30964.86,0.00,0.00,"2024-11-06 03:52:55",Cash,INR
2799,94,42,181,Loan_payment,23082.36,39524.54,16442.18,"2025-11-05 22:14:22",Cash,INR
2800,45,20,335,Loan_payment,87822.92,0.00,0.00,"2026-02-13 02:24:49",NEFT,INR
2801,102,33,164,Loan_payment,85299.47,76900.17,0.00,"2025-05-06 02:22:32",Online,INR
2802,126,21,42,Deposit,90009.14,0.00,90009.14,"2024-03-29 17:44:34",ATM,INR
2803,115,10,416,Transfer,32019.81,16513.20,0.00,"2025-08-30 02:45:29",NEFT,INR
2804,187,9,254,Transfer,31505.80,0.00,0.00,"2025-06-13 15:11:01",Online,INR
2805,217,15,267,Loan_payment,80794.28,0.00,0.00,"2025-10-14 03:16:52",Cash,INR
2806,255,2,3,Deposit,24164.50,22722.51,46887.01,"2025-12-06 16:07:35",Cash,INR
2807,179,16,327,Loan_payment,59257.01,0.00,0.00,"2025-07-15 11:35:29",ATM,INR
2808,82,26,51,Withdrawal,74296.09,28890.43,0.00,"2025-12-07 00:44:41",Cheque,INR
2809,156,19,37,Deposit,20852.08,41223.21,62075.29,"2025-07-16 18:58:35",Cheque,INR
2810,35,26,288,Deposit,88805.86,61095.06,149900.92,"2026-01-20 05:59:17",ATM,INR
2811,308,1,238,Withdrawal,54620.27,106297.03,51676.76,"2024-06-05 10:34:35",ATM,INR
2812,146,37,172,Withdrawal,40491.80,169561.44,129069.64,"2025-03-26 21:04:44",NEFT,INR
2813,273,10,119,Withdrawal,82548.40,48210.82,0.00,"2024-05-27 13:12:21",Cheque,INR
2814,38,9,314,Withdrawal,20507.69,115637.75,95130.06,"2024-06-02 14:22:06",Cash,INR
2815,247,49,394,Loan_payment,47954.68,32510.12,0.00,"2024-09-04 00:57:43",ATM,INR
2816,141,41,377,Loan_payment,50497.91,0.00,0.00,"2025-03-05 16:02:07",Cash,INR
2817,18,17,270,Deposit,57600.33,0.00,57600.33,"2025-03-24 07:17:28",Cheque,INR
2818,26,9,116,Withdrawal,23165.77,0.00,0.00,"2024-11-13 08:57:42",Cheque,INR
2819,313,9,314,Deposit,59573.52,95130.06,154703.58,"2024-04-20 13:07:55",ATM,INR
2820,238,1,397,Loan_payment,49152.97,0.00,0.00,"2024-07-16 07:15:16",ATM,INR
2821,140,4,206,Transfer,55579.04,0.00,0.00,"2025-11-16 18:29:09",ATM,INR
2822,239,31,358,Loan_payment,27186.90,0.00,0.00,"2025-09-29 01:39:09",Online,INR
2823,304,40,78,Deposit,13509.30,83947.64,97456.94,"2025-07-06 02:30:17",Online,INR
2824,37,34,364,Loan_payment,8844.51,15704.96,6860.45,"2024-11-07 21:32:03",NEFT,INR
2825,241,20,335,Withdrawal,3341.46,0.00,0.00,"2025-08-29 01:34:42",NEFT,INR
2826,290,40,178,Loan_payment,57409.40,0.00,0.00,"2025-02-23 12:12:24",Cheque,INR
2827,232,17,231,Withdrawal,59688.94,127441.54,67752.60,"2024-12-12 22:00:10",Online,INR
2828,289,38,173,Loan_payment,82289.30,0.00,0.00,"2024-12-09 05:20:01",ATM,INR
2829,46,19,135,Transfer,76803.04,0.00,0.00,"2024-08-26 02:24:41",Online,INR
2830,245,42,182,Deposit,89215.46,110738.56,199954.02,"2025-10-16 20:47:25",Cheque,INR
2831,12,33,164,Transfer,657.66,0.00,0.00,"2025-12-22 08:33:42",Cheque,INR
2832,133,7,211,Loan_payment,27370.94,0.00,0.00,"2025-12-10 13:27:38",NEFT,INR
2833,137,24,344,Withdrawal,10162.19,23997.18,13834.99,"2025-06-29 05:16:36",Online,INR
2834,247,46,189,Withdrawal,72529.08,80600.26,8071.18,"2025-09-04 17:52:12",Online,INR
2835,189,1,238,Transfer,69115.75,51676.76,0.00,"2025-08-28 20:37:30",NEFT,INR
2836,129,24,284,Loan_payment,36038.16,65395.29,29357.13,"2025-10-12 15:47:58",Cheque,INR
2837,112,28,292,Withdrawal,2490.14,0.00,0.00,"2025-08-16 04:06:02",ATM,INR
2838,190,40,78,Deposit,11467.69,97456.94,108924.63,"2025-03-01 00:39:13",ATM,INR
2839,214,20,277,Loan_payment,22382.94,160967.30,138584.36,"2026-02-11 06:23:08",Online,INR
2840,201,25,346,Withdrawal,8601.70,193442.80,184841.10,"2024-10-30 22:49:17",ATM,INR
2841,3,43,183,Deposit,48589.27,0.00,48589.27,"2024-08-13 03:29:01",NEFT,INR
2842,7,50,396,Deposit,4566.15,32304.36,36870.51,"2024-12-23 17:52:13",Online,INR
2843,60,34,165,Deposit,24292.26,10221.39,34513.65,"2026-02-14 04:58:18",Cash,INR
2844,63,48,391,Deposit,40795.13,0.00,40795.13,"2025-04-20 16:16:14",NEFT,INR
2845,210,30,58,Withdrawal,42759.53,0.00,0.00,"2025-04-21 15:55:45",Cheque,INR
2846,235,4,403,Withdrawal,72692.95,112738.39,40045.44,"2026-02-07 15:08:47",Cheque,INR
2847,201,38,75,Loan_payment,65909.72,0.00,0.00,"2025-11-13 10:51:54",Online,INR
2848,180,21,337,Withdrawal,35157.52,46048.73,10891.21,"2025-11-15 11:54:12",Cheque,INR
2849,103,35,167,Transfer,42289.05,0.00,0.00,"2024-12-22 11:36:39",Cheque,INR
2850,65,11,317,Deposit,12113.50,62582.66,74696.16,"2024-07-25 12:10:21",NEFT,INR
2851,273,41,180,Deposit,4125.14,4507.05,8632.19,"2025-05-30 15:11:59",Cheque,INR
2852,138,47,389,Transfer,60865.21,25092.64,0.00,"2024-12-18 21:38:33",NEFT,INR
2853,139,4,403,Withdrawal,46962.75,40045.44,0.00,"2025-07-31 19:11:31",ATM,INR
2854,55,29,353,Loan_payment,64808.65,0.00,0.00,"2024-03-30 13:54:54",NEFT,INR
2855,30,9,215,Loan_payment,70245.06,0.00,0.00,"2024-06-05 21:57:07",ATM,INR
2856,189,19,38,Loan_payment,1834.65,0.00,0.00,"2025-04-01 03:19:16",NEFT,INR
2857,98,44,383,Withdrawal,25124.29,0.00,0.00,"2024-03-20 22:48:16",NEFT,INR
2858,197,20,237,Deposit,13913.10,20324.60,34237.70,"2025-04-18 14:49:16",Online,INR
2859,226,5,247,Withdrawal,44371.97,10678.43,0.00,"2025-12-19 22:20:59",ATM,INR
2860,111,31,61,Deposit,39943.28,124934.85,164878.13,"2024-09-27 03:36:35",Online,INR
2861,186,39,77,Loan_payment,75823.73,11019.71,0.00,"2024-03-30 04:04:51",Cash,INR
2862,42,3,6,Withdrawal,21327.47,76528.38,55200.91,"2024-12-22 04:07:04",NEFT,INR
2863,182,35,68,Loan_payment,65138.35,0.00,0.00,"2025-04-26 20:02:37",Cash,INR
